Num,Id,Type,Address
0,2a91ba59-b23f-497e-9769-2e862891a1cc,스타벅스 청담 1호점,6482 서울시 영등포구 73길 
1,630e2ba5-60ff-4ba2-bc66-462d4df6769f,스타벅스 강남 2호점,8385 울산시 강남구 45길 
2,b1aac3ae-507d-4d2b-a683-a19bf7d17ad8,이디야 동대문 7호점,1389 대구시 동대문구 47길 
3,6ee358da-828d-4fe0-ae90-beb579a343e4,메가커피 신림 1호점,2955 울산시 마포구 4길 
4,977473ab-23d8-43df-a233-375050288f66,이디야 동대문 0호점,1171 대구시 중랑구 26길 
5,0415847f-15c6-4264-a4b7-588ee70f9117,커피빈 방배 2호점,1194 세종시 도봉구 54길 
6,90e5030e-f0fa-4006-8974-8dddb543cd43,빽다방 강남 1호점,6053 서울시 도봉구 74길 
7,15064193-a154-4ee4-955d-c1e037cac642,스타벅스 강남 7호점,6047 대전시 동작구 67길 
8,b817f943-8289-4c5f-a8b1-e2d7eb62b576,커피빈 청담 4호점,4829 대전시 은평구 25길 
9,f68e0dff-9622-4a5b-bbc8-4f4b884ff56b,이디야 방배 7호점,7924 울산시 중랑구 33길 
10,ef069dfb-dc6c-43b2-a239-df36bafb18f1,이디야 건대 8호점,5094 대구시 노원구 62길 
11,f95034df-beed-43d0-aa08-8dff2192506d,투썸플레이스 신촌 2호점,6454 인천시 은평구 46길 
12,94e64a58-63df-4bf0-9043-c8ba8cc42bf9,이디야 홍대 7호점,6890 광주시 서초구 3길 
13,9b604c56-8e97-44f5-a4c6-892dc16bce01,스타벅스 홍대 0호점,4201 인천시 관악구 84길 
14,222c4efb-2c71-4d87-8ccc-900b7b9c5263,투썸플레이스 동대문 6호점,5043 울산시 성북구 63길 
15,9360786b-8ca5-4954-94c4-d3a23ba3a625,이디야 종로 7호점,8807 광주시 중랑구 86길 
16,b9d71244-b049-4add-9849-5e179861ada8,이디야 신림 1호점,3510 광주시 중구 100길 
17,584e0a89-a9c9-48e5-a8be-a6b643a733d5,빽다방 건대 0호점,9297 서울시 은평구 12길 
18,22b4db1c-49f7-48d7-8353-034940f5fc15,투썸플레이스 강남 8호점,1411 울산시 중랑구 63길 
19,8dc2e92b-116b-4cc1-9626-3f166e10cf0d,스타벅스 강남 6호점,18 부산시 양천구 27길 
20,d166476f-dd2f-4803-a6ef-22da0c345246,스타벅스 동대문 2호점,8243 대전시 중구 20길 
21,5cae2f74-77a8-4bec-9ff7-913a54e0ef1a,빽다방 건대 9호점,4558 울산시 영등포구 40길 
22,032fe53a-8f4f-4f08-8758-f5efa045ede5,스타벅스 신림 4호점,7423 인천시 중구 57길 
23,28939156-3fb6-453f-917b-117d8c6f0f81,커피빈 건대 6호점,6231 대구시 노원구 39길 
24,ef7cd1dd-24cf-44ea-935e-13e1881ba9c1,투썸플레이스 동대문 8호점,2052 대구시 마포구 45길 
25,7b11ffd4-bc34-4a3c-8c11-6c7f2c851fe8,메가커피 건대 0호점,8421 인천시 동작구 89길 
26,ac69db3f-3045-4b42-b9ba-342ba7870be8,빽다방 노원 2호점,6478 광주시 양천구 65길 
27,b99ba235-70c8-47f4-a0d7-d73daeef30c2,투썸플레이스 명동 8호점,3135 서울시 영등포구 40길 
28,48db92c3-7d1f-4054-a2e3-085e69bb35d7,이디야 방배 4호점,7778 서울시 동작구 73길 
29,dbde1e5e-5f2f-4452-b417-783d0d8d631a,투썸플레이스 종로 4호점,3947 세종시 용산구 7길 
30,cb2c0aef-f596-442d-a97d-21a17c3be0a3,스타벅스 신촌 5호점,4868 대전시 송파구 74길 
31,82b55c55-e332-4c76-93fb-08b0d39cdb7d,빽다방 홍대 0호점,9121 서울시 광진구 48길 
32,01263055-a0fe-460c-87f4-96c0015f6061,커피빈 대학로 3호점,7019 세종시 도봉구 100길 
33,098eddaa-7ffb-469c-b6f8-6606d368e74e,커피빈 청담 3호점,7116 대구시 성북구 93길 
34,a86c52b8-6624-42ad-ae86-b89e1a739f62,메가커피 대학로 0호점,362 대전시 동대문구 50길 
35,eecc4e0f-7aac-4c08-9049-a0fbf605edfc,투썸플레이스 동대문 1호점,2656 부산시 마포구 44길 
36,e4506d82-4928-4b7c-b273-4f9c06eee38a,투썸플레이스 강남 9호점,4704 대구시 용산구 71길 
37,6f29c497-3616-4555-82d4-70bbd23ddabd,투썸플레이스 명동 2호점,7103 대전시 강서구 2길 
38,10909ef6-49b7-4f6b-8627-890be2e0cc15,빽다방 종로 9호점,1914 서울시 종로구 25길 
39,db1b1d9b-b444-4e52-9d50-da7d06a765a5,투썸플레이스 대학로 1호점,1634 대전시 영등포구 4길 
40,c89df288-290c-4a8e-b4c9-144520dfd672,투썸플레이스 동대문 8호점,867 부산시 노원구 27길 
41,005b8319-b02d-4aaf-a9de-bfe847947fc7,메가커피 방배 1호점,672 대전시 중랑구 95길 
42,43b7be44-6af1-4830-bd01-cd11d6a53d0b,메가커피 강남 9호점,4998 부산시 서초구 95길 
43,5c696dce-8d24-4ba7-9ffb-1429db252136,스타벅스 신림 6호점,9873 서울시 광진구 8길 
44,bb87157b-b725-4704-ab14-8907212cf8ae,빽다방 신림 1호점,1426 부산시 도봉구 67길 
45,6a19038a-0bd6-4559-a72e-c0deccaf602e,이디야 건대 4호점,2820 세종시 서대문구 64길 
46,9abb89c4-17fd-4ebf-a2d7-b77060baea71,스타벅스 대학로 0호점,9784 세종시 영등포구 22길 
47,4f5ac90d-3a45-4e8c-84d9-a8d44534f5d6,커피빈 종로 4호점,1494 광주시 노원구 34길 
48,d5e05915-a7f5-4873-8cb3-6b405ba8a7a8,투썸플레이스 청담 1호점,8451 대전시 성동구 3길 
49,aed7faaa-ed60-418c-84c1-85a59bb21c81,이디야 노원 6호점,9268 인천시 서초구 41길 
50,af9f175d-b502-4362-9bd6-2aa5d1b7769b,메가커피 건대 6호점,3131 인천시 광진구 21길 
51,551208ea-7ae0-4fdf-b642-fd51e1d24c68,이디야 대학로 5호점,6141 울산시 동대문구 88길 
52,88d4624a-fb5c-402f-b710-55eb6cc820be,커피빈 신림 3호점,5692 울산시 중랑구 88길 
53,a54a5ca7-b6ff-4d52-9a19-7a8ab7df161e,빽다방 강남 5호점,4147 서울시 용산구 79길 
54,86996f2b-de95-478e-a900-9602cc549b07,스타벅스 신촌 8호점,7976 광주시 강북구 3길 
55,1e798a16-cf56-4f76-9d62-0d626153ec80,투썸플레이스 홍대 3호점,7047 울산시 서대문구 21길 
56,2440437d-179f-4554-86e7-9663992701a1,스타벅스 청담 2호점,3284 세종시 중구 60길 
57,2ffeb03e-b943-4e4a-b08e-f89bf56865e8,커피빈 홍대 5호점,1342 대전시 마포구 3길 
58,2965d297-b850-4055-8638-38a4361af606,메가커피 노원 3호점,9773 부산시 강북구 41길 
59,dc705b43-79db-4a71-b566-9d7a82a788e5,커피빈 동대문 3호점,2308 대구시 중구 56길 
60,5defff5b-499e-4e2e-a4b9-b393fcb23132,빽다방 노원 2호점,8469 서울시 은평구 64길 
61,174ab11a-e6ba-4414-b44a-2e7a3d0a5bc8,투썸플레이스 신림 2호점,6119 인천시 노원구 24길 
62,180e97f3-3c04-4440-9fdb-6fc6912ea91c,투썸플레이스 신림 0호점,1452 대전시 성북구 12길 
63,d41fe8ec-7216-4ff5-96e9-387b4abd6a78,투썸플레이스 노원 8호점,8784 부산시 서대문구 97길 
64,f00a22b4-171d-4bd7-951b-1845c80a3e47,빽다방 신촌 2호점,5372 서울시 동작구 68길 
65,d7dec84b-1a16-4fb7-86fb-7bde534e524f,커피빈 방배 2호점,9741 세종시 동대문구 48길 
66,b3346573-4e53-444d-9c71-63ba3c9a2ace,스타벅스 신림 7호점,9311 울산시 영등포구 41길 
67,d2ab0d94-4f2c-4e66-9806-0937ef81e4e6,빽다방 건대 8호점,603 대전시 서초구 51길 
68,494516d4-8de8-403e-80bd-b8e4625b7c96,이디야 건대 7호점,5271 부산시 성동구 84길 
69,6d140914-adbd-43a1-9531-f194978d902a,메가커피 종로 2호점,8044 대전시 마포구 76길 
70,b577dc40-ae60-41c2-824c-6b99644d0041,빽다방 방배 9호점,6371 부산시 서대문구 10길 
71,2f0950e4-0930-4162-9110-66e938a63681,빽다방 노원 7호점,9384 울산시 금천구 6길 
72,07d3ae55-c7c3-486b-9fa7-3d53b668c5a5,투썸플레이스 노원 2호점,6853 대구시 광진구 92길 
73,b8a4328d-d96b-43ae-bc6c-ab1a836cf3e9,이디야 건대 6호점,5049 울산시 관악구 38길 
74,5d4afd12-c09a-48c0-9a65-87bc3a996c4d,스타벅스 명동 2호점,7058 인천시 서초구 64길 
75,43dc5a70-a779-4f84-8542-ea9a77a011bf,커피빈 청담 7호점,1470 서울시 노원구 33길 
76,90209cb3-08dd-49f2-a29e-236c8691ba98,빽다방 강남 8호점,4699 광주시 광진구 29길 
77,76a01549-e87a-4815-9266-1ee483591f7d,이디야 홍대 6호점,2546 대전시 성동구 52길 
78,fd4bfdb1-6e8c-4636-8664-32d40c99a460,메가커피 건대 0호점,4143 서울시 양천구 43길 
79,2e581166-ad3d-46be-be44-a31683405b4a,메가커피 강남 0호점,95 인천시 강서구 54길 
80,5bb3174c-61b9-48e1-8142-13639f7b2e7a,스타벅스 종로 2호점,2255 대전시 영등포구 99길 
81,1a9f332a-1383-4b18-89ef-5dccb49ef71f,스타벅스 대학로 8호점,7943 부산시 서초구 51길 
82,4eb8ac59-dac8-4a2b-8da2-b4efcddd8d86,투썸플레이스 대학로 1호점,6491 광주시 강서구 20길 
83,f332d1da-7639-42dd-8cc1-a7d5a3725240,이디야 노원 0호점,3142 대전시 송파구 88길 
84,887c5451-1de7-45dc-bee8-2bdc595a46e5,스타벅스 대학로 4호점,4100 서울시 송파구 10길 
85,96d1b848-97b3-4c9c-9037-b2a8f31d63ff,이디야 대학로 8호점,9140 울산시 강북구 77길 
86,6df1e439-48ca-4c0a-a5dd-e846e0ebbdfb,빽다방 종로 0호점,6807 대전시 광진구 97길 
87,ae69b44a-b27f-45b7-9651-7bd3940f51a7,투썸플레이스 방배 7호점,9392 대전시 강남구 20길 
